"","location","text","hashtags","tweetcreatedts"
"255","Chicago","election please hurry t","[{'text': 'TrumpCovid19', 'indices': [61, 74]}, {'text': 'donaldtrumphasCOVID', 'indices': [75, 95]}, {'text': 'coronavirususa', 'indices': [96, 111]}, {'text': 'CoronaVirusUpdates', 'indices': [112, 131]}, {'text': 'DonaldTrump', 'indices': [132, 144]}, {'text': 'JoeBiden', 'indices': [145, 154]}, {'text': 'BidenHarris2020', 'indices': [155, 171]}, {'text': 'DonaldTrumpCovid', 'indices': [172, 189]}, {'text': 'corona', 'indices': [190, 197]}, {'text': 'COVID', 'indices': [198, 204]}, {'text': 'COVID19', 'indices': [205, 213]}, {'text': 'COVID_19', 'indices': [214, 223]}]",2020-10-05
"256","New York","cdc covid spread beyond feet","[]",2020-10-05
"257","New York","trumps covid timeline","[]",2020-10-05
"258","Miami","msm might actual stats cdc amp next insist handled covid terribly facts opposite true","[]",2020-10-05
"259","New York","asked wh officials countless times dont wear masks always tested negative doesnt dont covid doesnt arent contagious case","[]",2020-10-05
"260","Chicago","trumps covid timeline","[]",2020-10-05
"261","Chicago","breaking releases guidance airborne transmission shows covid spread easier believed aerosolized particles transmitted feet","[]",2020-10-05
"262","Chicago","geovax completed design construction four covid vaccine candidates","[{'text': 'COVID19', 'indices': [111, 119]}, {'text': 'vaccines', 'indices': [120, 129]}, {'text': 'infectiousdiseases', 'indices': [130, 149]}]",2020-10-05
"263","New York","trumps covid timeline","[]",2020-10-05
"264","Chicago","u u fe thursday d close contact infected person hope hicks junior staffers tested positive yet wh met reporters yesterday while wearing mask u","[{'text': 'coronavirus', 'indices': [106, 118]}]",2020-10-05
"265","Los Angeles","ever thought d covid drain swamp","[]",2020-10-05
"266","Chicago","geovax completed design construction four covid vaccine candidates","[{'text': 'COVID19', 'indices': [111, 119]}, {'text': 'vaccines', 'indices': [120, 129]}, {'text': 'infectiousdiseases', 'indices': [130, 149]}]",2020-10-05
"267","Los Angeles","coming covid mind active cannot talk cannot youre stuck inside","[]",2020-10-05
"268","Los Angeles","cdc updates guidance covid spread aerosol cnn","[]",2020-10-05
"269","Los Angeles","covid hospitalizations patients suspected avg u icu patients suspected avg u avail icu beds avg u since","[]",2020-10-05
"270","Los Angeles","trumps covid timeline","[]",2020-10-05
"271","Miami","trumps covid timeline","[]",2020-10-05
"272","Chicago","geovax completed design construction four covid vaccine candidates","[{'text': 'COVID19', 'indices': [111, 119]}, {'text': 'vaccines', 'indices': [120, 129]}, {'text': 'infectiousdiseases', 'indices': [130, 149]}]",2020-10-05
"273","San Francisco","cdc updates guidance covid spreads include information potential airborne spread taken similar guidance last month saying posted error","[]",2020-10-05
"274","Los Angeles","trump s team morning saying bidens team lacks experience anyone","[{'text': 'coronavirus', 'indices': [77, 89]}]",2020-10-05
"275","New York","trumps covid timeline","[]",2020-10-05
"276","Chicago","director public health shares latest covid update stockport","[{'text': 'stockport', 'indices': [113, 123]}, {'text': 'businessnews', 'indices': [124, 137]}]",2020-10-05
"277","San Francisco","breaking cdc recently posting pulling updates guidance covid admitting spread droplets linger minutes hours","[]",2020-10-05
"278","New York","americans driving less pandemic permanent","[{'text': 'coronavirus', 'indices': [96, 108]}, {'text': 'COVID19', 'indices': [109, 117]}, {'text': 'environment', 'indices': [118, 130]}]",2020-10-05
"279","Los Angeles","news confirmed pastor greg laurie harvest christian fellowship riverside california tested positive covid pastor laurie prayer march mall mike pence franklin graham acb rose garden event later","[]",2020-10-05
"280","Los Angeles","kayleigh mcenany testing positive covid heres april diseases coronavirus terrorism hereisnt refreshing contrasting awful presidency president obama","[]",2020-10-05
"281","Los Angeles","never dull safe moment","[]",2020-10-05
"282","New York","recorded cases covid white zealand taiwan vietnam combined million let sink","[]",2020-10-05
"283","New York","waiting until covid test negative hang room someone covid positive fundamental misunderstanding virus thats super illuminating approach handling covid","[]",2020-10-05
"284","New York","news confirmed pastor greg laurie harvest christian fellowship riverside california tested positive covid pastor laurie prayer march mall mike pence franklin graham acb rose garden event later","[]",2020-10-05
"285","Los Angeles","boston red sox la rams klutch sports group pwc execs discuss sports leadership duringcovid","[]",2020-10-05
"286","San Francisco","trumps covid timeline","[]",2020-10-05
"287","New York","trump being rude secret service detail needlessly exposing covid secret service agents doctors aghast trump s selfish behavior parading himself while endangering secret service detail","[]",2020-10-05
"288","Los Angeles","trumps covid timeline","[]",2020-10-05
"289","Los Angeles","trumps covid timeline","[]",2020-10-05
"290","New York","mike hypocrite lee doesn t wear mask pro life derelict protecting dead million infected lingering health consequences spends taxpayer millions treatment","[{'text': 'coronavirus', 'indices': [144, 156]}, {'text': 'Trump', 'indices': [225, 231]}, {'text': 'VoteBlue', 'indices': [278, 287]}]",2020-10-05
"291","New York","honest question scared dying covid","[]",2020-10-05
"292","Los Angeles","recorded cases covid white zealand taiwan vietnam combined million let sink","[]",2020-10-05
"293","San Francisco","trump demanding return white sunday sources","[]",2020-10-05
"294","Chicago","trumps covid timeline","[]",2020-10-05
"295","New York","oh president suffering covid staff members white team tested positive u hopefully feel better soon u u u u join chat today et pm dutch talk u","[]",2020-10-05
"296","San Francisco","americans giving communities during covid charitable giving health im inspired supporting neighbors during difficult","[]",2020-10-05
"297","Los Angeles","president united states acting drunk driver press needs cover s lede rest column u u fe u u fe u u fe","[]",2020-10-05
"298","Los Angeles","asked wh officials countless times dont wear masks always tested negative doesnt dont covid doesnt arent contagious case","[]",2020-10-05
"299","New York","kayleigh mcenany testing positive covid heres april diseases coronavirus terrorism hereisnt refreshing contrasting awful presidency president obama","[]",2020-10-05
"300","San Francisco","fauci says involved trump s care","[]",2020-10-05
"301","Los Angeles","presidents dont covid","[]",2020-10-05
"302","New York","folk dancers islamic burial ecotourism queer community scienceline s distanced podcast project discusses deeply covid impacted various communities listen","[]",2020-10-05
"303","New York","remote learning continue tuesday donlin drive elementary nate perry elementary liverpool health department continues contact trace staff member tested positive covid","[]",2020-10-05
"304","San Francisco","interesting note since saw infographic april jumped full row surpass covid deaths globally","[]",2020-10-05
"305","Los Angeles","tonight instamd break latest headlines trumps covid battle","[{'text': 'ExtraTV', 'indices': [11, 19]}]",2020-10-05
"306","San Francisco","theres slight possibility president lied having covid political gain","[]",2020-10-05
"307","New York","asked wh officials countless times dont wear masks always tested negative doesnt dont covid doesnt arent contagious case","[]",2020-10-05
"308","Chicago","washington ap white press secretary kayleigh mcenany says tested positive covid days trump diagnosis","[]",2020-10-05
"309","Los Angeles","trumps covid timeline","[]",2020-10-05
"310","New York","turns wh covid swamp lockdown immediately everyone s wh past weeks tested amp quarantined immediately biggest super spreader united states period","[]",2020-10-05
"311","San Francisco","kayleigh mcenany covid wearing mask briefed reporters weekend","[]",2020-10-05
"312","New York","york times reporter infected covid says white doing contact tracing","[]",2020-10-05
"313","Los Angeles","coach bobby bowden tested positive covid talked coach okd share says feels sounds getting retested today tested positive following recent release hospital leg infection story","[]",2020-10-05
"314","New York","white press secretary kayleigh mcenany tests positive covid","[{'text': 'BREAKING', 'indices': [13, 22]}]",2020-10-05
"315","New York","democrats wear masks democrats save lives","[{'text': 'Democrats', 'indices': [79, 89]}, {'text': 'JoeBiden', 'indices': [90, 99]}, {'text': 'Biden2020', 'indices': [100, 110]}, {'text': 'COVID19', 'indices': [111, 119]}, {'text': 'TrumpCovid19', 'indices': [120, 133]}]",2020-10-05
"316","Los Angeles","recorded cases covid white zealand taiwan vietnam combined million let sink","[]",2020-10-05
