"","location","text","hashtags","tweetcreatedts"
"11535","San Francisco","demand tested covid impartial professional reveal results returns senate capacity everyone amy coney barrett s hearing tested cleared re tweet agree","[]",2020-10-11
"11536","New York","twitter took issue trumps post subject flagging rules violation spreading misleading potentially harmful information related covid","[]",2020-10-11
"11537","New York","covid virus survive days banknotes phone screens","[]",2020-10-11
"11538","New York","stop spread pandemic pandemic resurfaced emerging threat escalate disaster bring devastating consequences stop credits creative","[{'text': 'COVID19', 'indices': [43, 51]}, {'text': 'PanTurkism', 'indices': [95, 106]}]",2020-10-11
"11539","San Francisco","president trump told crowd white flare canada covid cases canada cases yesterday yes makes worse per capita","[]",2020-10-11
"11540","Los Angeles","keita fourth liverpool player test positive covid","[{'text': 'LFC', 'indices': [82, 86]}]",2020-10-11
"11541","San Francisco","unprecedented editors england journal medicine condemned trump administration response covid pandemic calling current leadership voted office","[]",2020-10-11
"11542","Los Angeles","covid spreading inside country anyone started looking heres data prove","[]",2020-10-11
"11543","Chicago","president trump told thousand americans dying every covid shrugged president doesn t pretend care americans swore serve s disgraceful","[]",2020-10-11
"11544","Los Angeles","churned masks thousands cents hour twelve hours forbidden wear modern slavery","[]",2020-10-11
"11545","New York","while last","[{'text': 'Regeneron', 'indices': [24, 34]}, {'text': 'trump', 'indices': [36, 42]}, {'text': 'Pressplay', 'indices': [45, 55]}, {'text': 'donaldtrump', 'indices': [57, 69]}, {'text': 'comnercial', 'indices': [71, 82]}, {'text': 'lincolproject', 'indices': [83, 97]}, {'text': 'ad', 'indices': [98, 101]}, {'text': 'advertisement', 'indices': [102, 116]}, {'text': 'vote', 'indices': [117, 122]}, {'text': 'covid19', 'indices': [123, 131]}, {'text': 'coronavirus', 'indices': [133, 145]}, {'text': 'democrats', 'indices': [147, 157]}, {'text': 'republicans', 'indices': [159, 171]}]",2020-10-11
"11546","Los Angeles","pay attention twitter facebook example twitter flags trump s false claim covid immunity facebook however nothing cnn","[]",2020-10-11
"11547","New York","unprecedented editors england journal medicine condemned trump administration response covid pandemic calling current leadership voted office","[]",2020-10-11
"11548","Chicago","illinois department public health reported confirmed cases covid illinois including additional confirmed deaths u","[]",2020-10-11
"11549","Los Angeles","telling kids survived global pandemics swine flu ebola covid","[]",2020-10-11
"11550","New York","lockdowns stopping covid yesterday dr david nabarro told leaders stop using lockdowns primary method control spread virus simply sustainable run","[]",2020-10-11
"11551","Los Angeles","redundancy common phrases always pet peeve feels pronounced common examples ll start moment vin atm machine exact","[{'text': 'quarantine', 'indices': [90, 101]}]",2020-10-11
"11552","New York","nobody recovers covid hours especially","[]",2020-10-11
"11553","New York","dr conley refuses whether trump tested negative covid pass","[]",2020-10-11
"11554","Los Angeles","wasnt enough armenia fighting both fronts covid pandemic pan turkish propaganda","[]",2020-10-11
"11555","Chicago","u vote mike espy senate mississippi u u issue healthcare expand medicaid u economy agriculture expanding opportunities rural agricultural communities u covid testing safety donation below mike tied race","[]",2020-10-11
"11556","Chicago","indeed permit permanent remote covid restrictions lifted hr dive via","[{'text': 'july', 'indices': [88, 93]}, {'text': 'everyone', 'indices': [94, 103]}, {'text': 'home', 'indices': [104, 109]}, {'text': 'flexibility', 'indices': [110, 122]}, {'text': 'pandemic', 'indices': [123, 132]}, {'text': 'remotework', 'indices': [133, 144]}]",2020-10-11
"11557","New York","julie davis third grade teacher north carolina died covid months school district resumed person classes personality infectious brought joy lives students staff community","[]",2020-10-11
"11558","New York","isolation best medicine unless covid spread intensified isn t usual bad breath infection","[]",2020-10-11
"11559","New York","trump knew warn traitor draft dogger loser fake oresident ruined economy killed americans tracking president trump s response covid","[]",2020-10-11
"11560","Los Angeles","daily update published states reported tests cases currently hospitalized covid deaths six states reporting today ct ks mi mo nh ri","[]",2020-10-11
"11561","New York","president trump told thousand americans dying every covid shrugged president doesn t pretend care americans swore serve s disgraceful","[]",2020-10-11
"11562","New York","potential headlines trump remains pcr positive trump covid symptoms returned trump undisclosed fever recent days","[]",2020-10-11
"11563","New York","hence pinocchio never covid","[]",2020-10-11
"11564","Chicago","demand tested covid impartial professional reveal results returns senate capacity everyone amy coney barrett s hearing tested cleared re tweet agree","[]",2020-10-11
"11565","Chicago","mayor lori lightfoot fighting covid happy halloween","[]",2020-10-11
"11566","Los Angeles","trump joe biden believes being reckless medically diagnosis covid disease coronavirus deadly disease killing american","[]",2020-10-11
"11567","Los Angeles","telling kids survived global pandemics swine flu ebola covid","[]",2020-10-11
"11568","Miami","president trump told thousand americans dying every covid shrugged president doesn t pretend care americans swore serve s disgraceful","[]",2020-10-11
"11569","Los Angeles","biden harris","[{'text': 'AllLivesMattter', 'indices': [76, 92]}, {'text': 'BeTheChange', 'indices': [93, 105]}, {'text': 'blacklifematters', 'indices': [106, 123]}, {'text': 'CodeNewbie', 'indices': [124, 135]}, {'text': 'NeverGiveUp', 'indices': [136, 148]}, {'text': 'PrivacyNotIncluded', 'indices': [149, 168]}, {'text': 'noapologies', 'indices': [170, 182]}, {'text': 'SocialDistancing', 'indices': [183, 200]}, {'text': 'RememberAndNeverForget', 'indices': [201, 224]}, {'text': 'Coding', 'indices': [225, 232]}, {'text': 'compassion', 'indices': [233, 244]}, {'text': 'CoverYourFreakinFace', 'indices': [245, 266]}]",2020-10-11
"11570","San Francisco","president trump told thousand americans dying every covid shrugged president doesn t pretend care americans swore serve s disgraceful","[]",2020-10-11
"11571","New York","missouri reported today data released october incorrectly inflated technical error dont corrected data yetor data mo todaybut update dataset correct figures arrive","[]",2020-10-11
"11572","San Francisco","demand tested covid impartial professional reveal results returns senate capacity everyone amy coney barrett s hearing tested cleared re tweet agree","[]",2020-10-11
"11573","Chicago","telling kids survived global pandemics swine flu ebola covid","[]",2020-10-11
"11574","New York","president trump told thousand americans dying every covid shrugged president doesn t pretend care americans swore serve s disgraceful","[]",2020-10-11
"11575","New York","oh gosh court packing grab smelling salts president united states covid wont anyone last tested negative","[]",2020-10-11
"11576","New York","lindsey graham refuses covid test debate cannot chair hearings amy coney barrett scotus nomination","[]",2020-10-11
"11577","Los Angeles","president trump told thousand americans dying every covid shrugged president doesn t pretend care americans swore serve s disgraceful","[]",2020-10-11
"11578","Los Angeles","telling kids survived global pandemics swine flu ebola covid","[]",2020-10-11
"11579","Chicago","pastors silence racism covid already leading exodus black church members writes","[]",2020-10-11
"11580","Los Angeles","lets talk swiss cheese model combatting covid pandemic classic conceptualization cope hazards powerfully illustrates several features facing pandemic image h t","[]",2020-10-11
"11581","New York","incredible piece reporting writing impact covid minnesota chills days","[]",2020-10-11
"11582","Miami","unprecedented editors england journal medicine condemned trump administration response covid pandemic calling current leadership voted office","[]",2020-10-11
"11583","Los Angeles","twitter flags pres trumps tweet claiming cant cant coronavirus twitter calls spreading misleading potentially harmful information covid followers access","[]",2020-10-11
"11584","Chicago","s amazing stating done job managing covid crisis today cases deaths south korea s total death count compared l trump dangerously incompetent vote","[]",2020-10-11
"11585","Chicago","trust fauci stands firm trump works undermine","[]",2020-10-11
"11586","New York","hes hiding covid cases didnt numbers isnt trump supposed going sanford florida","[]",2020-10-11
"11587","New York","daily update published states reported tests cases currently hospitalized covid deaths six states reporting today ct ks mi mo nh ri","[]",2020-10-11
"11588","New York","twitter s rule covid simple anything doesn t incite panic deemed spreading misinformation related covid hysterical takes involve proposals freedoms allowed","[]",2020-10-11
"11589","New York","everyone country able tested treated covid free charge","[]",2020-10-11
"11590","New York","pentagon puts force questions circle covid outbreak","[]",2020-10-11
"11591","Los Angeles","daily update published states reported tests cases currently hospitalized covid deaths six states reporting today ct ks mi mo nh ri","[]",2020-10-11
"11592","New York","things thank god million americans infected covid americans healed covid children vulnerable covid praise god mercy","[]",2020-10-11
"11593","New York","demand tested covid impartial professional reveal results returns senate capacity everyone amy coney barrett s hearing tested cleared re tweet agree","[]",2020-10-11
"11594","Chicago","michelle obama notes americans died covid died iraq afghanistan vietnam korean wars combined","[]",2020-10-11
"11595","Chicago","data dump im deeply concerned community spread covid fl gov desantis abandoned safe smart step step amp showed poor judgment attending indoor rally plan outbreaks","[]",2020-10-11
"11596","Los Angeles","demand tested covid impartial professional reveal results returns senate capacity everyone amy coney barrett s hearing tested cleared re tweet agree","[]",2020-10-11
"11597","New York","going sickness white socialist equality party","[{'text': 'UFT', 'indices': [97, 101]}, {'text': 'MOREcaucusUFT', 'indices': [102, 116]}, {'text': 'red4ed', 'indices': [117, 124]}, {'text': 'redfored', 'indices': [125, 134]}, {'text': 'teachers', 'indices': [135, 144]}, {'text': 'nycteachers', 'indices': [145, 157]}, {'text': 'NYCDOEteachers', 'indices': [158, 173]}, {'text': 'socialism', 'indices': [174, 184]}, {'text': 'TrumpCoup', 'indices': [185, 195]}, {'text': 'COVID19', 'indices': [196, 204]}, {'text': 'COVID', 'indices': [205, 211]}, {'text': 'COVID_19', 'indices': [212, 221]}, {'text': 'NotUntilItsSafe', 'indices': [222, 238]}, {'text': 'DSA', 'indices': [239, 243]}, {'text': 'Sanders', 'indices': [244, 252]}, {'text': 'schools', 'indices': [253, 261]}, {'text': 'students', 'indices': [262, 271]}, {'text': 'parents', 'indices': [272, 280]}]",2020-10-11
"11598","San Francisco","revelation taste significantly better american","[{'text': 'QuarantineLife', 'indices': [5, 20]}, {'text': 'Doritos', 'indices': [86, 94]}, {'text': 'SocialDistancing', 'indices': [95, 112]}]",2020-10-11
"11599","Chicago","government provided month covid relief pittance compared countries provided democrats republicans both absolute failures","[]",2020-10-11
"11600","New York","ive talking experts tackle covid months solutions getting sense normal changed theyve clear icymi watch replay","[]",2020-10-11
"11601","Los Angeles","florida refused report covid cases deaths today since march","[]",2020-10-11
"11602","New York","cases dead spending days hospital himself pres trump downplaying covid","[]",2020-10-11
"11603","New York","paper age targeted migitations covid published quick summary thread","[]",2020-10-11
"11604","New York","twitter flags trump s false claim covid immunity facebook however nothing cnn","[]",2020-10-11
"11605","New York","kentucky governor andy beshear self quarantine staffer positive covid test","[]",2020-10-11
"11606","New York","pandemic going psychological pandemic purposely fueled government amp msm","[{'text': 'COVID19', 'indices': [126, 134]}]",2020-10-11
"11607","New York","advocate power girls","[{'text': 'BreastCancerAwareness', 'indices': [77, 99]}]",2020-10-11
"11608","Chicago","trump damages science decades recover gt increased pandemic covid deaths gt rolled environmental amp public health regulations gt undermined science amp scientific institutions harm permanent vote blue","[]",2020-10-11
"11609","Los Angeles","california prisons taken drastic measures combat coronavirus halting rehab treatment religious services educational classes authorities kept type operation running past six months prison factories","[]",2020-10-11
"11610","Los Angeles","demand tested covid impartial professional reveal results returns senate capacity everyone amy coney barrett s hearing tested cleared re tweet agree","[]",2020-10-11
"11611","Los Angeles","infected trump bring covid four swing states next week florida iowa pennsylvania north carolina","[]",2020-10-11
"11612","Chicago","least states report daily increase covid cases wisconsin currently battling worst outbreak nation positivity rate details","[]",2020-10-11
"11613","New York","president trump told thousand americans dying every covid shrugged president doesn t pretend care americans swore serve s disgraceful","[]",2020-10-11
"11614","New York","everything administration s covid response placed politics debate last night clear supports selfish approach listen science folks","[]",2020-10-11
"11615","New York","infected trump bring covid four swing states next week florida iowa pennsylvania north carolina","[]",2020-10-11
"11616","Chicago","telling kids survived global pandemics swine flu ebola covid","[]",2020-10-11
"11617","New York","u save science u political interference tracker keep record trump administration s rampant interference scientists experts leading nation s covid response","[]",2020-10-11
"11618","New York","villages charter schl stops report covid cases outbreak hits public schools u u u u u u u u u u u","[{'text': 'AnotherDayAnotherCharterScandal', 'indices': [15, 47]}]",2020-10-11
"11619","Chicago","covid virus lasts surfaces research sars cov survivability u","[{'text': 'BioCorpsUSA', 'indices': [105, 117]}, {'text': 'covid', 'indices': [119, 125]}, {'text': 'cornavirus', 'indices': [126, 137]}, {'text': 'research', 'indices': [138, 147]}, {'text': 'science', 'indices': [148, 156]}, {'text': 'covid<U+30FC>19', 'indices': [157, 166]}, {'text': 'covid19crisis', 'indices': [167, 181]}, {'text': 'veterans', 'indices': [182, 191]}, {'text': 'healthcare', 'indices': [192, 203]}]",2020-10-11
"11620","Chicago","california prisons taken drastic measures combat coronavirus halting rehab treatment religious services educational classes authorities kept type operation running past six months prison factories","[]",2020-10-11
"11621","New York","covid updates fauci calls trump campaign ad used without permission york times","[]",2020-10-11
"11622","Chicago","trump going saying covid deal means million unnecessary deaths puts company mass murderers","[]",2020-10-11
"11623","New York","president trump told thousand americans dying every covid shrugged president doesn t pretend care americans swore serve s disgraceful","[]",2020-10-11
"11624","Los Angeles","president trump told thousand americans dying every covid shrugged president doesn t pretend care americans swore serve s disgraceful","[]",2020-10-11
"11625","New York","distraction trump needs story knows voters focus lose americans died millions lost jobs economy disaster dont fall merrick garland","[]",2020-10-11
"11626","New York","public slow spread covid sure wear position mask fully covers nose mouth youre wearing mask properly particles spread","[{'text': 'WearAMask', 'indices': [12, 22]}]",2020-10-11
"11627","Chicago","balcony wh trump told crowd virus disappearing thats true yesterday johns hopkins reported deaths cases high level spread continues worry health experts trump top aides recovering covid","[]",2020-10-11
"11628","San Francisco","trump administration tried cover emergence positive covid tests white heres timeline happened","[]",2020-10-11
"11629","Los Angeles","twitter flags trump tweet covid immunity misleading","[]",2020-10-11
"11630","Los Angeles","idea media quit asking biden stacking courts talk trump being crazy asshole trump spreading covid literally anything trump crime family ffs","[]",2020-10-11
"11631","New York","demand tested covid impartial professional reveal results returns senate capacity everyone amy coney barrett s hearing tested cleared re tweet agree","[]",2020-10-11
"11632","Miami","cases covid fallen cases yesterday miami thank doing fighting virus reason flattened curve stay vigilant keep supporting","[]",2020-10-11
"11633","New York","telling kids survived global pandemics swine flu ebola covid","[]",2020-10-11
"11634","New York","mask free doctors warned april s refusal country let catastrophe differently sweden close schools says europe s cdc deaths data","[{'text': 'Sweden', 'indices': [72, 79]}, {'text': 'lockdown', 'indices': [93, 102]}]",2020-10-11
"11635","Chicago","vast majority americans senate pass additional covid relief legislation instead pushing supreme court confirmation countless americans hanging homes threadthey priority","[]",2020-10-11
"11636","Los Angeles","california prisons taken drastic measures combat coronavirus halting rehab treatment religious services educational classes authorities kept type operation running past six months prison factories","[]",2020-10-11
"11637","Los Angeles","pats stop having covid cases m missing seeing team sundays","[]",2020-10-11
"11638","Los Angeles","president trump told thousand americans dying every covid shrugged president doesn t pretend care americans swore serve s disgraceful","[]",2020-10-11
"11639","Los Angeles","instead serving american mitch packing courts","[{'text': 'CourtPackerMitch', 'indices': [113, 130]}]",2020-10-11
"11640","San Francisco","daily update published states reported tests cases currently hospitalized covid deaths six states reporting today ct ks mi mo nh ri","[]",2020-10-11
"11641","Los Angeles","twitter flags trump s false claim expected financial political gain","[{'text': 'Facebook', 'indices': [84, 93]}]",2020-10-11
"11642","Chicago","telling kids survived global pandemics swine flu ebola covid","[]",2020-10-11
"11643","Los Angeles","nice able admit re skirting covid rules care","[]",2020-10-11
"11644","New York","important fundraiser breast cancer community hit hard effects covid noted susan ruffini president nfbhc","[{'text': 'TangerFITVirtual5K', 'indices': [149, 168]}]",2020-10-11
"11645","New York","happened early covid broke sewing factory infecting least four incarcerated workers including hall spent weeks hospital struggling breathe","[]",2020-10-11
"11646","Chicago","daily update published states reported tests cases currently hospitalized covid deaths six states reporting today ct ks mi mo nh ri","[]",2020-10-11
"11647","Chicago","telling kids survived global pandemics swine flu ebola covid","[]",2020-10-11
"11648","Chicago","telling kids survived global pandemics swine flu ebola covid","[]",2020-10-11
"11649","San Francisco","public slow spread covid sure wear position mask fully covers nose mouth youre wearing mask properly particles spread","[{'text': 'WearAMask', 'indices': [12, 22]}]",2020-10-11
"11650","New York","multiple covid cases high school shut everything took month sigh","[]",2020-10-11
"11651","San Francisco","idea media quit asking biden stacking courts talk trump being crazy asshole trump spreading covid literally anything trump crime family ffs","[]",2020-10-11
"11652","New York","telling kids survived global pandemics swine flu ebola covid","[]",2020-10-11
"11653","Los Angeles","president trump told thousand americans dying every covid shrugged president doesn t pretend care americans swore serve s disgraceful","[]",2020-10-11
"11654","Los Angeles","president trump told thousand americans dying every covid shrugged president doesn t pretend care americans swore serve s disgraceful","[]",2020-10-11
"11655","New York","president trump told thousand americans dying every covid shrugged president doesn t pretend care americans swore serve s disgraceful","[]",2020-10-11
"11656","Chicago","buy infected cured swing votes favor possibly reporters white share positive test independently vetted otherwise conleys triumphed covid","[]",2020-10-11
"11657","Chicago","tomorrow share stories those lost native american communities across country shouldered disproportionate impact burden covid stories begin posting est run throughout hope ll share","[]",2020-10-11
"11658","New York","trump s covid claim pres trump says recovered covid fully immune virus without providing evidence doctors backing claims follows person event since diagnosis reports","[]",2020-10-11
"11659","New York","anyone considered never covid needed treatment unrelated condition perfect cover u diverted attention taxes","[]",2020-10-11
"11660","New York","treatment covid received mr trump cocktail monoclonal antibodies called cure twitter video developed using human cells derived fetus aborted decades ago pro lifers restricted fetal tissue until himself","[]",2020-10-11
"11661","New York","eric trump says nonexistent covid vaccine dad took worked really","[]",2020-10-11
"11662","Los Angeles","trump public dont afraid covid trump private killer trump public blessing god caught trump private guy sneezed entire room bailed ok including","[]",2020-10-11
"11663","Chicago","quick recap yesterday project h o o d gone beyond focus entrepreneurship skills training assist community whom struggling covid health pandemic","[]",2020-10-11
"11664","New York","mitch mcconnell hasn t months due concerns","[{'text': 'WhiteHouse', 'indices': [35, 46]}, {'text': 'COVID19', 'indices': [64, 72]}]",2020-10-11
"11665","Miami","children testing positive covid between march mid august schools shut parents weigh safety person learning illinois published information viruss spread schools","[]",2020-10-11
"11666","New York","idea media quit asking biden stacking courts talk trump being crazy asshole trump spreading covid literally anything trump crime family ffs","[]",2020-10-11
"11667","Los Angeles","tomorrow share stories those lost native american communities across country shouldered disproportionate impact burden covid stories begin posting est run throughout hope ll share","[]",2020-10-11
"11668","San Francisco","w h o acknowledge lockdowns covid watch","[]",2020-10-11
"11669","Los Angeles","far apart spray paint paint marker canvas x","[{'text': 'art', 'indices': [73, 77]}, {'text': 'stencil', 'indices': [78, 86]}, {'text': 'spraypaint', 'indices': [87, 98]}, {'text': 'dumpster', 'indices': [99, 108]}, {'text': 'BoringDystopia', 'indices': [109, 124]}, {'text': 'covidart', 'indices': [125, 134]}, {'text': 'coronavirus', 'indices': [135, 147]}, {'text': 'QuarantineArt', 'indices': [148, 162]}, {'text': 'dumpster', 'indices': [163, 172]}, {'text': 'guillotine2020', 'indices': [173, 188]}, {'text': 'NoFuture', 'indices': [190, 199]}, {'text': 'InflictArt', 'indices': [200, 211]}]",2020-10-11
"11670","New York","zero science supports statement precovid protected millions hospital staff visitors patients deadly contagious diseases flu viral pneumonia tb fact wearing default","[{'text': 'PPE', 'indices': [265, 269]}, {'text': 'coronavirus', 'indices': [283, 295]}]",2020-10-11
"11671","Miami","pushing worst hardships lie ahead u care enrich donors while robbing treasury blind u cared sent second u","[{'text': 'pandemic', 'indices': [23, 32]}, {'text': 'financialruin', 'indices': [54, 68]}, {'text': 'CorruptPoliticians', 'indices': [109, 128]}]",2020-10-11
"11672","Los Angeles","telling kids survived global pandemics swine flu ebola covid","[]",2020-10-11
"11673","New York","delivers speech since diagnosis white event","[{'text': 'PresidentTrump', 'indices': [0, 15]}, {'text': 'COVID19', 'indices': [48, 56]}, {'text': 'BLEXIT', 'indices': [84, 91]}]",2020-10-11
"11674","Los Angeles","covid stimulus aid nationwide vowing ballot box punish republicans fail support s final passage bill benefit americans s partisan issue s issue","[{'text': 'Voters', 'indices': [39, 46]}]",2020-10-11
"11675","Los Angeles","winging infect tomorrow yes criminally selfish braying hours tomorrow spittle flying happy sicken covid real oinker","[{'text': 'ORLANDOFLORIDA', 'indices': [17, 32]}, {'text': 'TyphoidMary', 'indices': [35, 47]}]",2020-10-11
"11676","Los Angeles","years trump campaign continues deflect health plan months trump campaign continues deflect national covid response etc","[]",2020-10-11
"11677","San Francisco","tomorrow share stories those lost native american communities across country shouldered disproportionate impact burden covid stories begin posting est run throughout hope ll share","[]",2020-10-11
"11678","New York","every state getting hammered covid taking precautions isolation seeing friends testing positive positive holy grail covid","[]",2020-10-11
"11679","Los Angeles","covid stimulus aid nationwide vowing ballot box punish republicans fail support s final passage bill benefit americans s partisan issue s issue","[{'text': 'Voters', 'indices': [23, 30]}, {'text': 'American', 'indices': [218, 227]}, {'text': 'DeleteTrump', 'indices': [235, 247]}, {'text': 'EraseTheGOP', 'indices': [248, 260]}]",2020-10-11
"11680","New York","president trump told thousand americans dying every covid shrugged president doesn t pretend care americans swore serve s disgraceful","[]",2020-10-11
"11681","Los Angeles","government provided month covid relief pittance compared countries provided democrats republicans both absolute failures","[]",2020-10-11
"11682","Los Angeles","refusing issue daily report yesterday florida reported covid cases today deaths","[]",2020-10-11
"11683","New York","fever headaches common cold check symptoms comparison chart","[{'text': 'allergy', 'indices': [66, 74]}, {'text': 'cold', 'indices': [76, 81]}, {'text': 'flu', 'indices': [83, 87]}, {'text': 'coronavirus', 'indices': [92, 104]}]",2020-10-11
"11684","New York","ill never used hate wont anywhere without correctly until covid longer threat","[]",2020-10-11
"11685","New York","advocate power girls","[{'text': 'BreastCancerAwareness', 'indices': [77, 99]}]",2020-10-11
"11686","New York","yourself loving friend cancer","[{'text': 'Empower', 'indices': [33, 41]}, {'text': 'BreastCancerAwareness', 'indices': [114, 136]}]",2020-10-11
"11687","Chicago","tomorrow share stories those lost native american communities across country shouldered disproportionate impact burden covid stories begin posting est run throughout hope ll share","[]",2020-10-11
"11688","New York","words wordless against cancer","[{'text': 'BreastCancerAwareness', 'indices': [75, 97]}, {'text': 'BreastCancerAwarenessMonth', 'indices': [98, 125]}]",2020-10-11
"11689","San Francisco","daily update published states reported tests cases currently hospitalized covid deaths six states reporting today ct ks mi mo nh ri","[]",2020-10-11
"11690","Los Angeles","president trump told thousand americans dying every covid shrugged president doesn t pretend care americans swore serve s disgraceful","[]",2020-10-11
"11691","Miami","nice able admit re skirting covid rules care","[]",2020-10-11
"11692","Chicago","exactly doing","[{'text': 'calisthenics', 'indices': [16, 29]}, {'text': 'HOMEWORKOUTS', 'indices': [109, 122]}, {'text': 'WORKOUTS', 'indices': [123, 132]}, {'text': 'EXERCISE', 'indices': [133, 142]}, {'text': 'FITNESS', 'indices': [143, 151]}, {'text': 'HEALTH', 'indices': [152, 159]}, {'text': 'BODYWEIGHT', 'indices': [160, 171]}]",2020-10-11
"11693","New York","u u fe dead every parents worst nightmare beautiful healthy young y o teen jaquan anderson collapsed suddenly died u jaquan myocarditis autopsy","[]",2020-10-11
"11694","Los Angeles","okay covid","[]",2020-10-11
"11695","New York","covid hillarys emails things trump cant seem","[]",2020-10-11
"11696","Chicago","california prisons taken drastic measures combat coronavirus halting rehab treatment religious services educational classes authorities kept type operation running past six months prison factories","[]",2020-10-11
"11697","Los Angeles","national coming wherever biden harris","[{'text': 'AllLivesMattter', 'indices': [129, 145]}, {'text': 'BeTheChange', 'indices': [146, 158]}, {'text': 'blacklifematters', 'indices': [159, 176]}, {'text': 'CodeNewbie', 'indices': [177, 188]}, {'text': 'NeverGiveUp', 'indices': [189, 201]}, {'text': 'noapologies', 'indices': [203, 215]}, {'text': 'SocialDistancing', 'indices': [216, 233]}, {'text': 'RememberAndNeverForget', 'indices': [234, 257]}, {'text': 'ComingOutDay', 'indices': [258, 271]}]",2020-10-11
"11698","Chicago","state others clues governor gotta cant let stop tracks refuses mask mandate state recently contracted covid guesses","[]",2020-10-11
"11699","New York","gentle reminder hype director general u u guy ignoring taiwans warning covid december last poor response covid controversies associated careful hype amis","[]",2020-10-11
"11700","Miami","lets talk swiss cheese model combatting covid pandemic classic conceptualization cope hazards powerfully illustrates several features facing pandemic image h t","[]",2020-10-11
"11701","New York","weather modulate infection changing indoors below degrees fahrenheit outdoor dining longer sought consumers seems particularly important inflection infections","[]",2020-10-11
"11702","New York","villages charter schl stops report covid cases outbreak hits public schools u u u u u u u u u u u","[{'text': 'AnotherDayAnotherCharterScandal', 'indices': [15, 47]}]",2020-10-11
"11703","Los Angeles","ready cheer tonight important remember covid please keep community safe gathering others spreads virus","[]",2020-10-11
"11704","Miami","happened science warns against covid lockdowns due economic damage","[]",2020-10-11
"11705","New York","israeli army teams hospital amid covid crisis","[]",2020-10-11
"11706","Los Angeles","ready cheer tonight important remember covid please keep community safe gathering others spreads virus","[]",2020-10-11
"11707","Los Angeles","trump s doctors terrified jobs trump s physician says president longer transmission risk doesn t state tested negative covid","[]",2020-10-11
"11708","Los Angeles","shared responsibly stop spread covid wear mask fellow bruins together campus soon","[{'text': 'BruinforBruin', 'indices': [0, 14]}]",2020-10-11
"11709","New York","covid pandemic worse ever cases per worldwide don t under control says dr david ho whose lab switched hiv aids research working antibody therapies","[]",2020-10-12
"11710","San Francisco","fellow floridians events lets country smarter","[{'text': 'JustSayNo', 'indices': [39, 49]}, {'text': 'TrumpSuperSpreader', 'indices': [57, 76]}]",2020-10-12
"11711","Los Angeles","post things never forget re remain silent re americans dying covid","[]",2020-10-12
"11712","Chicago","telling kids survived global pandemics swine flu ebola covid","[]",2020-10-12
"11713","New York","plagued iranian prisons clerical regime however continues transfer female activists jail female activists iran aliyeh motallebzadeh ashraf nafariyeh evin","[{'text': 'Iran', 'indices': [15, 20]}, {'text': 'Coronavirus', 'indices': [21, 33]}]",2020-10-12
"11714","Miami","finished week","[{'text': 'C25K', 'indices': [30, 35]}, {'text': 'everymomentcounts', 'indices': [51, 69]}, {'text': 'run', 'indices': [70, 74]}, {'text': 'running', 'indices': [75, 83]}, {'text': 'health', 'indices': [84, 91]}, {'text': 'fitness', 'indices': [92, 100]}, {'text': 'couchto5k', 'indices': [101, 111]}]",2020-10-12
"11715","New York","steroids ones president trump received pump breaks bodys immune response overdrive attacking covid producing lethal amount chemicals called cytokines","[]",2020-10-12
"11716","New York","covid cases spike across country alarming rate cbs news","[{'text': 'TrumpVirus', 'indices': [91, 102]}]",2020-10-12
"11717","New York","president trump told thousand americans dying every covid shrugged president doesn t pretend care americans swore serve s disgraceful","[]",2020-10-12
"11718","New York","lindsey graham refuses covid test debate cannot chair hearings amy coney barrett scotus nomination","[]",2020-10-12
"11719","New York","covid death toll passes million compare major killers","[{'text': 'covid19', 'indices': [122, 130]}, {'text': 'health', 'indices': [131, 138]}]",2020-10-12
"11720","New York","lord knows damndest decent caring individual id never wish harm upon u u straight hell supporters fall behind ignorant bastard im being honest","[]",2020-10-12
"11721","Los Angeles","breaking grape surgery officially tested positive covid","[]",2020-10-12
"11722","Chicago","maybe feel covid impact pandemics thus far lot changed globally terms health procedures masks wrong might forgotten unless masks stay moving forward","[]",2020-10-12
"11723","San Francisco","hey","[]",2020-10-12
"11724","Miami","president trump told thousand americans dying every covid shrugged president doesn t pretend care americans swore serve s disgraceful","[]",2020-10-12
"11725","New York","city officials gave fines totaling violations covid rules hot spots brooklyn queens weekend five unnamed religious institutions among those hit fines","[]",2020-10-12
"11726","New York","ralph kramden fever","[]",2020-10-12
"11727","New York","covid positive rates fall hospitalizations double early september data shows newsday","[]",2020-10-12
"11728","New York","send message everyone facing worst moments ever keep fighting rafael nadal using voice speak covid note present tense statement","[]",2020-10-12
"11729","San Francisco","white physician says president trump longer considered transmission risk others advanced diagnostic tests longer evidence actively replicating virus mention last negative covid test","[]",2020-10-12
"11730","New York","assange sydney town hall gatherings till julian free james mcglone reminding covid excuse amp hard earned freedom speech julian needs amp every supporter","[{'text': 'Julian', 'indices': [21, 28]}]",2020-10-12
"11731","San Francisco","idea media quit asking biden stacking courts talk trump being crazy asshole trump spreading covid literally anything trump crime family ffs","[]",2020-10-12
"11732","Chicago","m italy visiting mom since start pandemic test covid local hospital wouldn t accept u s health insurance apologized profusely pay full cost","[]",2020-10-12
"11733","Los Angeles","telling kids survived global pandemics swine flu ebola covid","[]",2020-10-12
"11734","Los Angeles","hear arizona drop covid initiating mask mandates","[]",2020-10-12
